index	original	background	difference
1579	272	252	20
1580	267	257	10
1581	269	258	11
1582	250	254	-4
1583	257	239	18
1584	246	238	8
1585	259	247	12
1586	261	248	13
1587	251	248	3
1588	264	241	23
1589	260	238	22
1590	238	251	-13
1591	228	250	-22
1592	254	248	6
1593	274	247	27
1594	256	246	10
1595	236	242	-6
1596	261	235	26
1597	276	240	36
1598	276	251	25
1599	266	247	19
1600	267	249	18
1601	277	249	28
1602	286	243	43
1603	281	242	39
1604	268	240	28
1605	240	238	2
1606	242	249	-7
1607	251	251	0
1608	261	247	14
1609	266	251	15
1610	248	242	6
1611	267	243	24
1612	265	249	16
1613	264	253	11
1614	251	259	-8
1615	244	247	-3
1616	250	244	6
1617	243	254	-11
1618	255	249	6
1619	224	255	-31
1620	224	248	-24
1621	234	242	-8
1622	258	249	9
1623	247	254	-7
1624	234	248	-14
1625	214	250	-36
1626	245	262	-17
1627	252	266	-14
1628	261	248	13
1629	247	239	8
1630	240	246	-6
1631	250	247	3
1632	252	239	13
1633	255	236	19
1634	250	245	5
1635	242	247	-5
1636	228	241	-13
1637	225	247	-22
1638	235	243	-8
1639	244	234	10
1640	248	246	2
1641	249	253	-4
1642	246	244	2
1643	257	248	9
1644	259	261	-2
